stn,name,cohort,lat,lon,is_nbcn,elev,elev_diff,mae,bias,crps,mae_ref_raw,mae_ref_corr,skill_raw,skill_corr,z_std,cov90,pit_mean,pit_std,mae_tail,bias_tail,cov90_tail,n_days
GRH,Grimsel Hospiz,nbcn,46.571689,8.333256,True,1980.0,-316.12045873454144,1.6142444610595703,1.4022941589355469,1.1623022731531905,2.9864377975463867,1.9283412610197308,0.6108064684594734,0.3972528117048376,1.0283948183059692,0.7125256673511293,0.22404963675133122,0.2259134135672373,1.5755021572113037,1.464793086051941,0.6510067114093959,1461
GSB,Col du Grand St-Bernard,nbcn,45.869092,7.170683,True,2472.0,152.55833461156726,1.0508003234863281,0.16246122121810913,0.7679025652976496,2.5984113216400146,2.1480203354116765,0.7044722831591652,0.6425068456577354,0.95142662525177,0.9089664613278576,0.46954165224802824,0.26694250801313507,0.8771387338638306,-0.509029746055603,0.9256756756756757,1461
GVE,Genève / Cointrin,nbcn,46.247519,6.127742,True,411.0,-34.521158410231294,1.0927410125732422,-0.31201085448265076,0.7896894956395624,2.9102375507354736,2.754052892774001,0.7286511901957995,0.7132627707653962,1.2022615671157837,0.839835728952772,0.5793144764553517,0.29908404800956845,1.1795897483825684,-0.8196847438812256,0.75,1461
JUN,Jungfraujoch,nbcn,46.547556,7.985444,True,3571.0,1018.7083586531944,1.9678454399108887,1.4554437398910522,1.4214571655864068,6.303958892822266,2.4986541433870277,0.7745135731762324,0.4311108764898677,1.1728099584579468,0.6940451745379876,0.26865802893287116,0.27704034541995554,2.013463258743286,1.713481068611145,0.6470588235294118,1461
LUG,Lugano,nbcn,46.004217,8.960322,True,273.0,-329.8332940938327,1.1529059410095215,0.3481045961380005,0.8377498282150723,3.4960663318634033,1.6981251348963684,0.7603735888590674,0.5066618996448706,1.0489368438720703,0.8836413415468857,0.4198721361584587,0.27676769494729836,1.0090686082839966,0.5364538431167603,0.8027210884353742,1461
LUZ,Luzern,nbcn,47.036439,8.301022,True,454.0,-147.02250468208206,1.0950099229812622,0.05853313207626343,0.7986011967342193,2.9570322036743164,2.3218218634532155,0.7299315185874871,0.6560454489189493,1.261923909187317,0.8412046543463382,0.5019514020198238,0.30746642521939654,0.7514535188674927,0.00403971504420042,0.9025974025974026,1461
MER,Meiringen,nbcn,46.732222,8.169247,True,589.0,-826.0267054150263,2.1038882732391357,0.2173975706100464,1.6256023958062882,6.479297637939453,2.5632114159925794,0.7491082387869339,0.3657946489845868,2.1531097888946533,0.6317590691307323,0.5426098841918194,0.3732871100755509,1.1328095197677612,-0.5295430421829224,0.68,1461
NEU,Neuchâtel,nbcn,47.000067,6.953297,True,485.0,-91.2688677080173,1.145548701286316,-0.14855213463306427,0.835019401243426,2.6801178455352783,2.3097736078143902,0.6884392965650903,0.6384843092767182,1.3344587087631226,0.812457221081451,0.5596127396897076,0.3142943840927573,1.3066734075546265,-0.9943445920944214,0.610738255033557,1461
OTL,Locarno / Monti,nbcn,46.172256,8.787494,True,367.0,-445.6669157945006,1.2841843366622925,-0.2922685444355011,0.9238404052650412,4.981939315795898,2.4105503856107062,0.8145620918472687,0.6167512569827538,1.2770370244979858,0.8151950718685832,0.5611306218637461,0.3160646434615086,1.0883523225784302,-0.4937509000301361,0.7677419354838709,1461
PAY,Payerne,nbcn,46.811581,6.942469,True,490.0,-53.297644108342865,0.944311797618866,0.006204567383974791,0.6966503464165927,2.0674169063568115,1.8818213014997622,0.6630334480314252,0.6297999465404177,1.1609069108963013,0.8706365503080082,0.5186266362290818,0.2861515484561594,1.0108346939086914,-0.739556610584259,0.7619047619047619,1461
RAG,Bad Ragaz,nbcn,47.016631,9.502594,True,497.0,-363.9849403322694,1.4353554248809814,0.4040340185165405,1.080257862228235,6.392702579498291,4.171140742242757,0.8310170309357618,0.7410162042033142,1.6397700309753418,0.7501711156741958,0.44510859521521,0.3333152914932131,1.1048976182937622,0.48969605565071106,0.7266666666666667,1461
SAE,Säntis,nbcn,47.249447,9.343469,True,2501.0,1250.4093092796043,2.5758469104766846,1.6854082345962524,1.980286013611827,8.282727241516113,2.2586398758295765,0.7609137720138971,0.12323959441100052,1.799177646636963,0.47159479808350446,0.2532192068333229,0.3306646132089785,2.1265740394592285,1.6026504039764404,0.5202702702702703,1461
SAM,Samedan,nbcn,46.526247,9.879469,True,1709.0,-587.5288261799969,1.9035158157348633,-0.684611976146698,1.3972505141492209,6.537680149078369,2.833269603605047,0.7862773212687387,0.5068416671779622,1.4713398218154907,0.7193702943189596,0.6556746428856746,0.31625438467793066,1.9871742725372314,-1.9010673761367798,0.4697986577181208,1461
SBE,S. Bernardino,nbcn,46.463542,9.1847,True,1639.0,-419.3665540835327,1.2462334632873535,-0.1159294918179512,0.8899398947983502,4.542437553405762,2.121357549451002,0.8040831856607243,0.5804856682322777,1.1157623529434204,0.8699520876112252,0.526260797419916,0.3015159515109606,1.0857608318328857,-0.13696327805519104,0.8367346938775511,1461
SIA,Segl-Maria,nbcn,46.432331,9.762325,True,1804.0,-618.2413937744486,1.348233938217163,-0.047137584537267685,0.9597625601243968,5.324907302856445,1.7624991517227815,0.8197597619005405,0.45545360451024197,1.092057466506958,0.8761122518822724,0.5262963200274446,0.29662820387207617,1.0619381666183472,-0.6618251204490662,0.8888888888888888,1461
SIO,Sion,nbcn,46.21865,7.330203,True,482.0,-732.5435661123413,1.8771706819534302,-0.21426145732402802,1.4079419178029249,8.918777465820312,4.3632627204063255,0.8421373418948257,0.677319013769629,1.9204415082931519,0.6433949349760438,0.577605429269757,0.36795323168842325,1.1521539688110352,-0.8064278960227966,0.6866666666666666,1461
