stn,name,cohort,lat,lon,is_nbcn,elev,elev_diff,mae,bias,crps,mae_ref_raw,mae_ref_corr,skill_raw,skill_corr,z_std,cov90,pit_mean,pit_std,mae_tail,bias_tail,cov90_tail,n_days
GEN,Monte Generoso,smn,45.927592,9.017875,False,1600.0,914.2246158964007,2.468493700027466,1.9948128461837769,1.8377759981867583,5.6505560874938965,1.3437440687260205,0.6747619225912616,-0.3676532912469861,1.3809702396392822,0.4599447513812155,0.17738850449407503,0.2674391819354394,2.2769694328308105,2.069880247116089,0.38513513513513514,1448
GES,Gersau,smn,46.996069,8.523442,False,521.0,-274.47008668172157,1.2827147245407104,0.5610954165458679,0.9504346568163072,2.835829257965088,1.7751443029097842,0.6648477145981939,0.4645873829759237,1.3576160669326782,0.783025325119781,0.36958019166285694,0.2999602999443155,1.1390793323516846,0.9668225646018982,0.6556291390728477,1461
GIH,Giswil,smn,46.849447,8.190225,False,471.0,-689.7438106443576,1.6811974048614502,-0.20851200819015503,1.276930137869524,6.1203837394714355,2.6552136310021677,0.7913643666434874,0.5190857251709848,1.8673537969589233,0.6919917864476386,0.589542320753669,0.34684154045318194,1.039111614227295,-0.6292890906333923,0.7364864864864865,1461
GLA,Glarus,smn,47.034586,9.066961,False,517.0,-764.1142029152838,1.6999458074569702,0.44445541501045227,1.294309437718944,5.953917980194092,2.23479502374361,0.7826121485004484,0.42083751575981876,1.8640491962432861,0.7008898015058179,0.46303656639265356,0.355279778250293,1.0513272285461426,-0.311846524477005,0.7450980392156863,1461
GOE,Gösgen,smn,47.363147,7.973733,False,380.0,-152.13282353192812,0.9600021243095398,-0.034918513149023056,0.7012834650193128,1.9283870458602905,1.385957067294621,0.6363367683241946,0.4940078004088442,1.175047755241394,0.8590006844626967,0.5232435773596246,0.29516703799681426,0.8332675099372864,-0.5092783570289612,0.88,1461
GOR,Gornergrat,smn,45.983644,7.785944,False,3129.0,380.8179027600654,1.4404356479644775,0.8097385168075562,1.0069949317753375,2.0124776363372803,3.281515019984608,0.4996242872004911,0.6931310916931104,1.0336143970489502,0.8343600273785079,0.34179749372781437,0.27952344149968816,1.152004361152649,0.73653644323349,0.87248322147651,1461
GOS,Göschenen,smn,46.692678,8.595364,False,950.0,-828.1581887588757,1.7365659475326538,-0.5854943990707397,1.2527162684950857,7.909400939941406,2.9563002314810114,0.8416167952532236,0.5762553968114683,1.3738162517547607,0.75564681724846,0.5939531638412299,0.3296691852831854,1.147852897644043,-0.5564032793045044,0.7402597402597403,1461
GRA,Fribourg / Grangeneuve,smn,46.7714,7.113736,False,651.0,-49.073503767765715,0.9520342350006104,0.07285525649785995,0.6870022240892715,2.085707902908325,1.866995993913897,0.6706143640097872,0.6320280138099992,1.0843743085861206,0.8815879534565366,0.4713837835408654,0.288921697105945,0.7540556788444519,0.1067153662443161,0.8933333333333333,1461
GRC,Grächen,smn,46.195314,7.836822,True,1605.0,-508.1865406289812,1.2617931365966797,0.4216826558113098,0.906906237611316,7.0570149421691895,3.85007299414288,0.8714886896168947,0.7644444043032448,1.2000900506973267,0.8295687885010267,0.4229159775834471,0.30458382216702823,0.960884690284729,-0.011092958971858025,0.8513513513513513,1461
GRE,Grenchen,smn,47.179097,7.415144,False,428.0,-217.21013203336872,1.0910229682922363,0.1323956847190857,0.7998783492078089,2.0477519035339355,1.5095728680232292,0.6093870806187957,0.47012935503057784,1.2876311540603638,0.838466803559206,0.5042511944881515,0.3081358444384552,0.7765360474586487,-0.36848437786102295,0.8639455782312925,1461
GRH,Grimsel Hospiz,smn,46.571689,8.333256,True,1980.0,-316.12045873454144,1.6142444610595703,1.4022939205169678,1.1623022862182493,2.9864377975463867,1.9283412610197308,0.6108064640846764,0.39725280492955417,1.0283948183059692,0.7125256673511293,0.22404963870960565,0.22591343137403014,1.5755019187927246,1.4647928476333618,0.6510067114093959,1461
GRO,Grono,smn,46.255075,9.163758,False,324.0,-1103.1622909773996,1.8497344255447388,-0.574743926525116,1.3712549648485066,7.561764240264893,2.062034787271174,0.8186593867146973,0.33499911189026144,1.6260191202163696,0.6557152635181382,0.6229287698075889,0.3464690615010233,1.22157883644104,-1.0583930015563965,0.7350993377483444,1461
GSB,Col du Grand St-Bernard,smn,45.869092,7.170683,True,2472.0,152.55833461156726,1.0508003234863281,0.16246116161346436,0.7679025684003761,2.5984113216400146,2.1480203354116765,0.7044722819650793,0.6425068442132766,0.95142662525177,0.9089664613278576,0.46954165077149396,0.26694250160071875,0.8771389126777649,-0.5090295672416687,0.9256756756756757,1461
GUE,"Gütsch, Andermatt",smn,46.652475,8.615531,False,2286.0,299.71015392197387,1.0508410930633545,0.07208149880170822,0.7555821680468393,1.73330819606781,2.159055169049116,0.564080888926184,0.6500403607659501,0.9743242263793945,0.9110198494182067,0.48231978186747326,0.27821098168211955,1.050620675086975,-0.6335257291793823,0.8843537414965986,1461
GUT,Güttingen,smn,47.601733,9.279428,False,440.0,-1.234250655075357,0.9227123856544495,-0.09996520727872849,0.666869962791372,1.4449578523635864,1.44145137141166,0.5384848342112256,0.5373621503871582,1.1162797212600708,0.8795345653661876,0.5294999550787042,0.28879544340379787,0.7466245293617249,-0.1865600049495697,0.8888888888888888,1461
GVE,Genève / Cointrin,smn,46.247519,6.127742,True,411.0,-34.521158410231294,1.0927410125732422,-0.3120109438896179,0.7896895095744186,2.9102375507354736,2.754052892774001,0.7286511854075799,0.7132627657056327,1.2022615671157837,0.839835728952772,0.5793145188436505,0.29908405024174967,1.1795897483825684,-0.8196847438812256,0.75,1461
HAI,Salen-Reutenen,smn,47.651242,9.023911,False,719.0,245.35200527570225,1.106439232826233,0.3460012376308441,0.7802752342063429,1.6702077388763428,1.0538036782717615,0.5328274345493784,0.2595629999261393,1.1452879905700684,0.8473648186173853,0.3922425961241434,0.2990254098056114,1.2222834825515747,0.40889662504196167,0.6351351351351351,1461
HLL,Hallau,smn,47.697278,8.470464,False,419.0,-108.795233974045,0.9431940913200378,0.06514538824558258,0.6856474990569073,1.594501256942749,1.2517214537083163,0.5699925001178436,0.4522363605531995,1.120079517364502,0.8774811772758385,0.4846410783013833,0.29041297983884784,0.7408241629600525,0.029159748926758766,0.88,1461
HOE,Hörnli,smn,47.370864,8.941644,False,1133.0,367.9655659840556,1.6719712018966675,0.8123030066490173,1.209139103031272,2.654733419418335,1.2858514182632508,0.544534643596644,0.05965877094539518,1.4507579803466797,0.6632443531827515,0.2887928211345931,0.31138113928801264,1.3840957880020142,1.2233892679214478,0.6351351351351351,1461
ILZ,Ilanz,smn,46.775039,9.215353,False,698.0,-740.8028460111707,2.0965218544006348,0.13760650157928467,1.6076014731320374,7.156215190887451,2.961321055368844,0.7753559066838687,0.4571336768036438,2.108109474182129,0.6158620689655172,0.5736512853514768,0.3731275555174587,1.4357753992080688,-1.2258957624435425,0.5695364238410596,1450
INT,Interlaken,smn,46.672033,7.87045,False,578.0,-678.2872218175225,1.594728946685791,0.1041942909359932,1.1944403668053953,5.637452125549316,2.204894248687258,0.7881240780046521,0.4582777076421978,1.695842981338501,0.7440109514031485,0.5384832647321693,0.34184422382530844,1.0264663696289062,-0.7202255725860596,0.7516778523489933,1461
JUN,Jungfraujoch,smn,46.547556,7.985444,True,3571.0,1018.7083586531944,1.9678456783294678,1.4554437398910522,1.421457159282723,6.303958892822266,2.4986541433870277,0.7745135741761888,0.4311108790126993,1.1728098392486572,0.6940451745379876,0.2686580144801132,0.2770403386067233,2.013463258743286,1.7134814262390137,0.6470588235294118,1461
KLO,Zürich / Kloten,smn,47.479611,8.535961,False,426.0,-38.961521657466164,0.8629491925239563,-0.16178172826766968,0.6299847193257012,2.1182024478912354,1.9452113096076744,0.7025852179743826,0.6761355868053422,1.0756824016571045,0.8836413415468857,0.5473528847720968,0.2768426761171361,0.7191228866577148,-0.29693278670310974,0.891156462585034,1461
KOP,Koppigen,smn,47.11885,7.605503,False,485.0,-27.644477952039097,0.9194336533546448,0.09003481268882751,0.6764516077328955,1.7191250324249268,1.6391208896502594,0.6065140144119007,0.5873082870188846,1.1097948551177979,0.8809034907597536,0.49757319027343,0.2836471055737506,0.7306601405143738,-0.06795142590999603,0.8707482993197279,1461
LAC,Lachen / Galgenen,smn,47.179197,8.858686,False,468.0,-209.781257936864,1.1020522117614746,0.18468302488327026,0.8208062021388367,2.536529064178467,1.7657626750362163,0.6764057570912636,0.5351548575903601,1.3050906658172607,0.8449931412894376,0.5003365757289683,0.2977654772687954,0.6738668084144592,-0.33832308650016785,0.9178082191780822,1458
LAE,Lägern,smn,47.481933,8.397222,False,845.0,320.82440747430996,2.0790531635284424,1.6205806732177734,1.5646953030853166,2.762876033782959,1.1864325140624918,0.4336715495183042,-0.31882368743217104,1.5316985845565796,0.46538725154215216,0.1848133047033281,0.2712250409179859,2.0987319946289062,2.0437614917755127,0.3161290322580645,1459
LAG,Langnau i.E.,smn,46.939633,7.806425,False,744.0,-143.6971221241737,0.9005898237228394,-0.09523575007915497,0.6552609609666573,3.4940598011016846,2.7210361707022854,0.8124642970449297,0.7591869714846393,0.9714195728302002,0.919917864476386,0.5245406323051051,0.26974067817337266,0.6911937594413757,0.004039437975734472,0.8881578947368421,1461
LAT,Bergün / Latsch,smn,46.627275,9.753706,False,1408.0,-801.9795007151047,1.8745311498641968,-0.5557129979133606,1.3567811064481696,6.202113151550293,1.9054254766980516,0.7812388982118094,0.2879379839093148,1.4549305438995361,0.6830937713894593,0.6121282052603029,0.34252906189514504,2.4061787128448486,-2.3872222900390625,0.2550335570469799,1461
LEI,Leibstadt,smn,47.597361,8.1882,False,341.0,-85.77928227725124,1.0581908226013184,-0.2519868314266205,0.7650015156898485,1.9399250745773315,1.6005076575934667,0.6056540916372628,0.5220257072433445,1.183121919631958,0.8596851471594799,0.586208440155375,0.290821919893181,0.9221030473709106,-0.6275638937950134,0.8389261744966443,1461
LUG,Lugano,smn,46.004217,8.960322,True,273.0,-329.8332940938327,1.1529059410095215,0.3481047451496124,0.8377498757697092,3.4960663318634033,1.6981251348963684,0.7603735752567404,0.50666187164067,1.0489369630813599,0.8836413415468857,0.4198721296801812,0.2767676835717529,1.0090681314468384,0.5364542603492737,0.8027210884353742,1461
LUZ,Luzern,smn,47.036439,8.301022,True,454.0,-147.02250468208206,1.0950099229812622,0.05853321775794029,0.7986011698478253,2.9570322036743164,2.3218218634532155,0.7299315276798446,0.6560454604988187,1.2619237899780273,0.8412046543463382,0.5019514002905863,0.3074664221421789,0.7514537572860718,0.004039912950247526,0.9025974025974026,1461
MAG,Magadino / Cadenazzo,smn,46.160025,8.933672,False,203.0,-717.3016682994257,1.2992433309555054,0.24805226922035217,0.9375713955635417,5.390503406524658,1.878258361825477,0.8260697888756166,0.5008293775663976,1.0511678457260132,0.8843258042436687,0.4605033873029611,0.2845813379886281,0.9250008463859558,0.4148143231868744,0.8355263157894737,1461
MAH,Mathod,smn,46.736978,6.567983,False,435.0,-181.53269806458684,1.0985276699066162,-0.3944586515426636,0.7859183844045573,2.972264289855957,2.1726953232982456,0.7355826037789376,0.6382749224076668,1.1835899353027344,0.840520191649555,0.6185157938731176,0.29044745475371964,1.1173983812332153,-0.9386633634567261,0.7583892617449665,1461
MAR,Les Marécottes,smn,46.118903,7.016597,False,990.0,-371.5589822154243,1.19181227684021,0.12466316670179367,0.8571681740805681,4.969405174255371,2.770108345534494,0.8275109104563991,0.6905651089559903,1.2007330656051636,0.839835728952772,0.48069793328870547,0.3110522103895431,1.0340259075164795,0.20388241112232208,0.7755102040816326,1461
MAS,Marsens,smn,46.656486,7.069669,False,715.0,-157.42826913490194,0.8864731192588806,0.236490398645401,0.6465699506226139,2.738729238510132,1.9502392394731896,0.7639160740934187,0.6684663411873154,1.0018000602722168,0.9141483516483516,0.44779753105246495,0.26866274048116184,0.7238360047340393,0.059708718210458755,0.8657718120805369,1456
MER,Meiringen,smn,46.732222,8.169247,True,589.0,-826.0267054150263,2.103888511657715,0.21739761531352997,1.6256025106891314,6.479297637939453,2.5632114159925794,0.7491082210561784,0.3657946041647009,2.1531100273132324,0.6317590691307323,0.5426098667370667,0.37328714719938627,1.132810354232788,-0.5295418500900269,0.68,1461
MLS,Le Moléson,smn,46.546197,7.017753,False,1974.0,795.7355731411958,1.807827353477478,0.7806629538536072,1.3186937677156203,4.184283256530762,1.959625038185302,0.6848459612151199,0.32706832071466685,1.4601224660873413,0.6666666666666666,0.33267542259585997,0.3272555691097031,1.6742987632751465,1.2120591402053833,0.5333333333333333,1461
MOA,Mosen,smn,47.243847,8.232831,False,453.0,-144.74124453060017,0.9093887209892273,0.2271260768175125,0.6660178013570781,2.0671558380126953,1.5219321142857247,0.6778095830465454,0.5623866563393634,1.1100810766220093,0.8699520876112252,0.43770045857700235,0.28189000165743255,0.7671278119087219,0.3965763449668884,0.8079470198675497,1461
MOB,"Montagnier, Bagnes",smn,46.071019,7.225272,False,839.0,-930.7893317543721,1.5823310613632202,0.38217657804489136,1.1745766834445992,7.976727485656738,2.474454647036076,0.852749553553553,0.5253189688275282,1.5897622108459473,0.7542778918548939,0.47342524218860266,0.34214592447749026,1.023192286491394,-0.3095947504043579,0.7718120805369127,1461
MOE,Möhlin,smn,47.572197,7.877911,False,343.0,-94.6897860586123,0.9646452069282532,0.22102755308151245,0.7097998090322201,1.458004355430603,1.2150067176623727,0.5131703095478135,0.4158058562854301,1.1661077737808228,0.8720054757015743,0.4603855927877011,0.28831036891871503,0.7885320782661438,-0.23610636591911316,0.9,1461
MTE,Mottec,smn,46.147897,7.624033,False,1580.0,-861.8120121462866,1.2605262994766235,0.8494295477867126,0.908938613755917,5.972739219665527,1.5951287653046418,0.8478188013360447,0.4301785325886681,1.071526050567627,0.8165639972621492,0.3258831407633078,0.263969936752172,0.9755412936210632,0.531644880771637,0.8435374149659864,1461
MTR,Matro,smn,46.410103,8.924742,False,2171.0,868.5714065483355,2.1966376304626465,2.05448842048645,1.6300266851871896,3.445561170578003,2.927732475360394,0.5269198239444555,0.44324602780295397,1.117665410041809,0.5155494125777471,0.1446896038600884,0.20270368802990502,2.080270528793335,2.0203328132629395,0.4896551724137931,1447
MUB,Mühleberg,smn,46.973278,7.278217,False,480.0,-87.05207195618436,0.9014788269996643,0.012902559712529182,0.6587428689657887,1.973355770111084,1.6733317685156717,0.6661813957000229,0.6063285946276354,1.0580781698226929,0.8856947296372347,0.5077791567826226,0.27957712891038977,0.727611780166626,-0.31463518738746643,0.8707482993197279,1461
MVE,Montana,smn,46.298806,7.460814,False,1423.0,90.41971294453447,1.0002799034118652,0.26704078912734985,0.7163480770206778,3.998357057571411,4.572079968671376,0.8208393931041803,0.8433211838092926,0.9732183218002319,0.9110198494182067,0.4436529310518241,0.27546755144853713,0.7962856292724609,-0.0012978793820366263,0.9455782312925171,1461
NAP,Napf,smn,47.004667,7.940117,False,1404.0,424.7221965335025,1.7894493341445923,0.8949475288391113,1.3041200257230987,1.8790762424468994,1.8021523453090738,0.30597812038488814,0.27635417221098546,1.474479079246521,0.6427104722792608,0.27973156864619025,0.31331015360905995,1.585862159729004,1.513207197189331,0.6174496644295302,1461
NAS,Naluns / Schlivera,smn,46.817164,10.2614,False,2380.0,297.6871910962391,1.51655113697052,1.035628080368042,1.0894883504214445,1.8178038597106934,3.086508441337266,0.4006568175100924,0.6470159174586897,1.1186392307281494,0.7496522948539638,0.30091481834755907,0.27840810179083214,1.3200465440750122,0.9577454924583435,0.7808219178082192,1438
NEU,Neuchâtel,smn,47.000067,6.953297,True,485.0,-91.2688677080173,1.145548701286316,-0.14855213463306427,0.8350194023566917,2.6801178455352783,2.3097736078143902,0.6884392961497109,0.6384843087947377,1.3344587087631226,0.812457221081451,0.5596127510787368,0.31429438754003675,1.3066731691360474,-0.9943448305130005,0.610738255033557,1461
OBR,Oberriet / Kriessern,smn,47.376608,9.612706,False,409.0,-107.17854913908513,1.1289852857589722,0.19854138791561127,0.8331634027216054,2.6331019401550293,2.137956853693835,0.6835810304129163,0.6102992437466102,1.3199106454849243,0.8343600273785079,0.48284529399865445,0.3081683543958844,0.7491416335105896,-0.10900849103927612,0.869281045751634,1461
ORO,Oron,smn,46.572269,6.858239,False,828.0,44.6022829782371,1.1304525136947632,0.8569846153259277,0.7982093889575015,1.3827333450317383,1.5008729694699177,0.4227307876637777,0.46816992164272553,0.941807746887207,0.8261464750171116,0.28680079532658254,0.2389627194979328,0.9754309058189392,0.7879651188850403,0.7986577181208053,1461
OTL,Locarno / Monti,smn,46.172256,8.787494,True,367.0,-445.6669157945006,1.2841843366622925,-0.29226845502853394,0.9238404494180573,4.981939315795898,2.4105503856107062,0.8145620829846524,0.6167512386661833,1.2770371437072754,0.8151950718685832,0.5611306019449062,0.31606464820994884,1.0883523225784302,-0.4937509000301361,0.7677419354838709,1461
PAY,Payerne,smn,46.811581,6.942469,True,490.0,-53.297644108342865,0.9443116784095764,0.00620462978258729,0.6966503449389609,2.0674169063568115,1.8818213014997622,0.6630334487461489,0.6297999473256313,1.1609069108963013,0.8706365503080082,0.5186266116776871,0.2861515360688189,1.0108344554901123,-0.7395559549331665,0.7619047619047619,1461
PIL,Pilatus,smn,46.978869,8.252256,False,2105.0,1224.7461339993365,2.4837698936462402,0.9480213522911072,1.9233009387804227,5.8300347328186035,2.602054078301326,0.6701047203108894,0.2608528182335116,2.0539536476135254,0.47638603696098564,0.31936629214330964,0.3668086469815901,2.142885684967041,1.565512776374817,0.43537414965986393,1461
PIO,Piotta,smn,46.514811,8.688039,False,990.0,-937.8315969217324,2.446197271347046,-0.9033656716346741,1.8705550480850928,8.824838638305664,3.2232960750768296,0.7880352123419412,0.4196763174972976,1.947265386581421,0.5509924709103354,0.647537407064529,0.36265490640522297,2.539018392562866,-2.4679694175720215,0.3197278911564626,1461
PLF,Plaffeien,smn,46.747717,7.266264,False,1042.0,45.496497660296086,1.1017751693725586,0.5054028630256653,0.7732599122390067,1.3576711416244507,1.4619737695924524,0.43045124218092845,0.47108496176742987,1.0490704774856567,0.8624229979466119,0.35813987933768787,0.27709907462742844,1.1804777383804321,0.986020565032959,0.7181208053691275,1461
PMA,Piz Martegnas,smn,46.577181,9.529544,False,2668.0,558.4089182468329,1.5017292499542236,0.967485785484314,1.0552715497267233,4.0075459480285645,2.3139846949704475,0.7366788644692037,0.5439591488999885,1.0948076248168945,0.7878165639972622,0.3096163068848239,0.2834352292191916,1.1267653703689575,0.5479047298431396,0.88,1461
PSI,Würenlingen / PSI,smn,47.536475,8.226944,False,334.0,-94.39144250017483,1.09721040725708,-0.4841174781322479,0.7860379161361989,2.131779193878174,1.7226414669686454,0.6312761103994905,0.5437019651457711,1.140311360359192,0.8336755646817249,0.6326573259964275,0.28345501323604383,0.993661642074585,-0.7199581265449524,0.8040540540540541,1461
PUY,Pully,smn,46.512283,6.667517,False,456.0,-67.15861495979459,0.9631927609443665,0.11334983259439468,0.690264546646428,2.1430187225341797,1.929433548084041,0.6779008324154205,0.6422449753027919,1.1022454500198364,0.8767967145790554,0.4704320119495783,0.29107845488200085,0.8352783918380737,0.08944101631641388,0.8435374149659864,1461
RAG,Bad Ragaz,smn,47.016631,9.502594,True,497.0,-363.9849403322694,1.4353554248809814,0.40403398871421814,1.080257844636636,6.392702579498291,4.171140742242757,0.831017033687587,0.7410162084207692,1.6397700309753418,0.7501711156741958,0.44510862188887845,0.3333153031283075,1.104897379875183,0.48969584703445435,0.7266666666666667,1461
REH,Zürich / Affoltern,smn,47.427694,8.517953,False,444.0,-21.466466739867883,0.8461979031562805,-0.1507929563522339,0.6164553924215921,1.880843997001648,1.7909894598663327,0.6722453359213652,0.6558017753674552,1.047629952430725,0.8898015058179329,0.5426187856752552,0.27507040897506324,0.6849847435951233,-0.20414984226226807,0.891156462585034,1461
ROB,Poschiavo / Robbia,smn,46.347217,10.063031,False,1078.0,-1116.0188775577908,1.9484854936599731,-1.1297144889831543,1.4539246305860147,9.107369422912598,2.5377422351012338,0.8403573454560669,0.42707946832590116,1.5412516593933105,0.6379192334017796,0.6670996530922222,0.32530297162796024,2.199120283126831,-2.021705150604248,0.4489795918367347,1461
ROE,Robièi,smn,46.443067,8.513389,False,1898.0,-220.31372745717863,1.3817880153656006,0.13999466598033905,0.9878579208829625,2.7761616706848145,2.049972812089823,0.6441641236840212,0.5181116963810357,1.2442703247070312,0.8186173853524983,0.4779403521284745,0.32011744934563025,1.1541450023651123,0.216058149933815,0.8466666666666667,1461
RUE,Rünenberg,smn,47.434572,7.879414,False,611.0,35.61090211801786,1.0041329860687256,0.20396821200847626,0.7179508445985652,1.018634557723999,1.0154661159842626,0.29518310648842594,0.29298394766951363,1.0929409265518188,0.865845311430527,0.4233218071104012,0.29064485034038523,0.916490912437439,0.32473069429397583,0.7733333333333333,1461
SAE,Säntis,smn,47.249447,9.343469,True,2501.0,1250.4093092796043,2.5758469104766846,1.6854082345962524,1.9802860421984967,8.282727241516113,2.2586398758295765,0.7609137685625376,0.12323958175441452,1.799177646636963,0.47159479808350446,0.2532191804710328,0.33066461977121,2.1265735626220703,1.6026500463485718,0.5202702702702703,1461
SAG,"Sattel, SZ",smn,47.081064,8.636967,False,790.0,-169.03052758492868,0.99044269323349,0.3021681010723114,0.715612562369331,1.9370170831680298,1.4601836681301725,0.6305594986292364,0.5099160619391783,0.9477969408035278,0.9103353867214237,0.4222898127614626,0.26308222397111347,0.6771799325942993,0.31226444244384766,0.9215686274509803,1461
SAM,Samedan,smn,46.526247,9.879469,True,1709.0,-587.5288261799969,1.9035158157348633,-0.684611976146698,1.397250505527765,6.537680149078369,2.833269603605047,0.7862773225874718,0.5068416702208973,1.4713398218154907,0.7193702943189596,0.6556746354165465,0.3162543868334938,1.987174391746521,-1.9010668992996216,0.4697986577181208,1461
SBE,S. Bernardino,smn,46.463542,9.1847,True,1639.0,-419.3665540835327,1.2462334632873535,-0.11592946946620941,0.8899398746846797,4.542437553405762,2.121357549451002,0.8040831900886709,0.5804856777137866,1.1157623529434204,0.8699520876112252,0.5262607880154437,0.30151593957031514,1.085760474205017,-0.13696327805519104,0.8367346938775511,1461
SBO,Stabio,smn,45.843444,8.932364,False,351.0,-108.40786012923235,1.0397621393203735,-0.19535227119922638,0.7462395042019938,2.506941556930542,1.8906747588695214,0.7023307136383039,0.6053051955651072,1.0607823133468628,0.8761122518822724,0.5364804154449495,0.28630507424972357,1.1882694959640503,-0.6323409676551819,0.64,1461
SCU,Scuol,smn,46.793275,10.283267,False,1304.0,-683.3669000499899,2.0802297592163086,-0.2759800851345062,1.5706843194921065,8.853425979614258,4.527013741004026,0.8225902240433549,0.6530418484782969,1.9040305614471436,0.5859000684462696,0.5821348032934489,0.37640077759383855,2.114314079284668,-2.0144739151000977,0.38,1461
SHA,Schaffhausen,smn,47.689842,8.620142,False,438.0,-65.07157124304075,0.9284026026725769,-0.021428916603326797,0.6778260537118151,1.682216763496399,1.471670535988982,0.5970637860587066,0.5394172560121908,1.1299293041229248,0.8692676249144422,0.5159982178622589,0.2892096968796558,0.7377479672431946,-0.316089928150177,0.88,1461
SIA,Segl-Maria,smn,46.432331,9.762325,True,1804.0,-618.2413937744486,1.348233938217163,-0.04713764786720276,0.9597625873225308,5.324907302856445,1.7624991517227815,0.8197597567928208,0.4554535890786692,1.0920573472976685,0.8761122518822724,0.5262963320320534,0.2966282005481461,1.0619375705718994,-0.6618257164955139,0.8888888888888888,1461
SIM,Simplon-Dorf,smn,46.196825,8.056336,False,1465.0,-806.5312749741452,2.0622172355651855,0.7600685954093933,1.560011538927103,5.351737976074219,1.9201419938752464,0.7085037522574202,0.1875540746970099,1.8659425973892212,0.6379192334017796,0.4143614761265864,0.3615412162561569,1.4207758903503418,0.6744888424873352,0.66,1461
SIO,Sion,smn,46.21865,7.330203,True,482.0,-732.5435661123413,1.9004759788513184,-0.27333059906959534,1.4268475568588945,8.9778470993042,4.420620214594244,0.8410701874206036,0.6772291018920157,1.9330289363861084,0.6297056810403833,0.585871086913563,0.36859171874420854,1.1812467575073242,-0.840069591999054,0.6710526315789473,1461
SMA,Zürich / Fluntern,smn,47.381003,8.567194,True,604.0,110.37604139320433,0.9755913019180298,-0.5269410014152527,0.7006047909368945,1.5705933570861816,1.9839621993997507,0.5539234979086627,0.6468658570466398,1.0247652530670166,0.8733744010951403,0.6349976181470326,0.2629181761124327,0.8409190773963928,-0.6214598417282104,0.8486842105263158,1461
SMM,"Sta. Maria, Val Müstair",smn,46.602256,10.426314,False,1386.0,-707.9251712991445,1.7044682502746582,0.4182514548301697,1.2500276716158276,6.792289733886719,2.7032800080104584,0.8159637293769372,0.5375885339618168,1.615686297416687,0.6933607118412046,0.46129808613018747,0.3599973990506426,1.3655896186828613,-0.7021124958992004,0.6666666666666666,1461
SPF,Schüpfheim,smn,46.947042,8.012442,False,744.0,-313.4600462489616,0.9928679466247559,0.011418535374104977,0.7191528313856524,3.7339584827423096,2.125930066286635,0.8074020279793017,0.66172319457253,1.050734519958496,0.890485968514716,0.49389117582591996,0.28359406875158305,0.7509163618087769,0.24323658645153046,0.8609271523178808,1461
SRS,Schiers,smn,46.975506,9.668075,False,626.0,-799.1234718878741,2.291111469268799,1.388589859008789,1.836433482312207,5.734078884124756,2.5802117962769935,0.6797334812751676,0.2882625042789083,2.3196465969085693,0.6276522929500342,0.38614953400549323,0.3558704226864093,1.161587119102478,0.3470017611980438,0.6644295302013423,1461
STG,St. Gallen,smn,47.425475,9.398528,True,776.0,45.23100045279102,1.0068354606628418,0.09025498479604721,0.7203653641583939,1.4427900314331055,1.5691746797844546,0.5007136530858451,0.5409272317232745,1.043258786201477,0.893908281998631,0.45867760400273017,0.2823141706257058,0.7311505675315857,0.23520931601524353,0.8993288590604027,1461
TAE,Aadorf / Tänikon,smn,47.479892,8.904928,False,539.0,-54.40309241311979,0.8789691925048828,-0.14952191710472107,0.6438315009548253,1.7466531991958618,1.5389112876005913,0.6313913367282997,0.5816318288504716,1.0581554174423218,0.8884325804243669,0.5440208597339891,0.2747809572727745,0.6455145478248596,-0.25385910272598267,0.9133333333333333,1461
THU,Thun,smn,46.749853,7.585222,False,570.0,-188.62677713115545,1.2695021629333496,-0.09700942784547806,0.9358036406460343,3.3543202877044678,2.4760497723299952,0.721015418808902,0.6220578232700748,1.4023293256759644,0.8336755646817249,0.5645780440427889,0.3089543280865198,0.9062720537185669,-0.608673095703125,0.8145695364238411,1461
TIT,Titlis,smn,46.770608,8.425981,False,3045.0,990.0185113661346,1.9226908683776855,1.179428219795227,1.3939732359973966,6.332289695739746,2.4233383021331742,0.7798626874359148,0.4247715084722863,1.342795968055725,0.6664320900774102,0.29401140540122456,0.3065229365785486,2.0764966011047363,1.499937891960144,0.5874125874125874,1421
ULR,Ulrichen,smn,46.504881,8.308236,False,1346.0,-724.6055525490406,2.7374987602233887,-0.7577986121177673,2.1596843694190317,9.153350830078125,4.621841249272447,0.7640553268949052,0.5327220791586035,2.3591363430023193,0.458590006844627,0.6727861272123038,0.3728802262312944,3.1862101554870605,-3.182983160018921,0.087248322147651,1461
VAB,Valbella,smn,46.755039,9.554433,False,1568.0,-39.74462680541228,1.6708729267120361,1.309208869934082,1.1989638703050063,1.853846788406372,1.8273113755709387,0.35325622494635855,0.34386449603839786,1.1531813144683838,0.7084188911704312,0.24931810172144975,0.25905633765423725,1.7091751098632812,1.071221113204956,0.5704697986577181,1461
VAD,Vaduz,smn,47.127472,9.517578,False,457.0,-362.76813039650733,1.4136199951171875,0.029231233522295952,1.0645685714663777,5.401500225067139,3.3206595434857302,0.8029124267132386,0.6794105033878634,1.6190543174743652,0.7529089664613279,0.5152436720120729,0.33507153064208556,0.9151169657707214,0.09005579352378845,0.7960526315789473,1461
